tweet,category
jews are parasites muslims are shit beaners suck and niggers are dumb and violent,Racism
god dam i almost sneezed mah lung out i hope dis nigger air i am breathing ain t giving me aids,Racism
and fish smell sweaty in the raghead and body bags,Racism
dumb yid cunt but most people know that anyway,Racism
stupid nigger posting unsecured link to known censors propagandists tom do not be retarded archive trash,Racism
i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,Racism
black friends go do some more drugs with your nigger buddies you brain dead degenerate,Racism
news flash nigger africa is so racist,Racism
<user> americans deserve justice we have homelessness out of control in cities murders in cities illegal aliens that have murdered and raped running around free in the country you democrats need to do your jobs p you will never win,Racism
de nigger shagger been on my shitlist for a long long time,Racism
matt you are probably arguing with a kike they are what they accuse others of its a waste of time,Racism
trump is a clown white men need a leader trump fooled us just another anglo kike server,Racism
if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,Religious
i am not attacking these people just their bizarre kike critical theory agenda against my country ultimately the nationalist position is so clearly superior that it will win out no matter what so there is no need to argue i am just shocked people actually believe this it weird,Racism
<user> just told me he gained so much weight lately because of all of the nigger cum he been swallowing tmi vox i replied,Racism
a lot you hoes ain t lady like then wonder why you can not find a man you a slut nigga like sluts but just to fuck nun else,Racism
you are a nobody kike faggot delta male emo bitch who gives a fuck enough about you to even try no one fucking twat,Racism
no more racist than what you just said you know nothing and your nigger friends are useless,Racism
it is not set up yet it for donations to my legal fund only i have not even enabled it there no bank account attached yet any more questions nigger lover lover,Racism
you are retarded and do not know what reply mean or are a shitty troller suck a bag of nigger dicks faggot,Racism
i want my flying car instead of a nation full of beaners,Racism
the nigger deserves a punch in the face as well as hot coffee thrown in his face,Racism
suck that nigger dick you fucking faggot i absofuckinglutely hate what america has become goddamn white man get off your fucking knees,Racism
if they are not beside us or behind us they are in the fucking way the question is actually do childless nigger fucking half jew indian thots belong in the alt right,Racism
he was a leftist and probably antifa not a white supremacist neonazi kk with a gook wife plus shooting victims being white country music is now the official music of american nationalism,Racism
<user> im not too worried about chinese migration its the mudslime one that bothers me,Religious
well thanks greece really is my second home in a way i can only hope it returns to its glory and we one day live to see a third balkan war to rout the mudslimes out of our region for good,Religious
you are doing a google search now to find out what the antiquity period was are not you hahaha pmsl kike,Racism
you bitch niggas actin hard you remind me of sum dykes  ,sexualContent
the reichsvikings are cleaning up muzzie filth in tripoli to celebrate the passing of high crown authority law it only took thousands of gold in bribes to do it,Religious
<user> your a muzzy that murders kurds if your not a parody account,Religious
christians stop being weak pussies stop putting up with people saying you are evil because some of the scripture makes dykes feel bad or that it outdated or the spanish empire or whatever jews and muslims are biblically cursed they do not and have never belonged in our countries,sexualContent
trump whacking cnn kike with a bat,Racism
if there one thing i can not stand more then a nigger it a fuckin jew,Racism
<user> nah he could be a hindu brown or a ching chong gookboy or a mexican derivative,Racism
oh right ok look i am obviously dealing with a fucking moron here so we will have to leave it at that you just keep believing in your blank slate theory bro maybe you can adopt some niglets and prove us all wrong,Racism
i do not silence anybody that kike shit not only do i not silence people i give them a voice on my open phones talk show the fact that there are so many people deserving of my scorn is a separate topic entirely,Racism
you see one of the great things about finally just admitting the problem with jews is when you see anything they try to spout off you can automatically file it under deceptive kike trying to tear down society without even having to bother reading it,Racism
we do not need anymore shit the shitskins can go live with their shitskin cousins,Racism
well if traitor politicians do not want abuse they should stop being a bunch of thieving corrupt lying moslem cock sucking cultural marxist fucktards,Religious
<user> <user> she wants be raped and that attention that she h as to to dress that way let her be prone to sex offenders and rapist,sexualContent
are you suggesting that nigger women are somehow unattractive or that they fell out of the ugly tree and hit every branch on the way down datz rayciss but you do have a point there she even uglier than most sheboonz,Racism
facebook is a like bank started by a lonely kike no one liked,Racism
there no such thing as radical islam it just islam rape mass murder are part parcel of daily moslem life it their culture it who they are,Religious
and the kike reveals himself lol,Racism
huma is a muzrat spy married to a congressman and advising killary,Religious
no worries the two we do have are certainly mudslime sympathizers,Religious
i love nigger cock adolf hitler,Racism
right away the nigger goes to muh dik should be legal to decorate the city lampposts with these stupid animals,Racism
that dumbass spic was destined to lose,Racism
hell no definitely not the first time you know your name by now i am sure of that even a fucking chimp would know it name by now i would assess your capabilities somewhere between average dindu nigger and the chimpanzee,Racism
oh i know that but they were not whiny little faggots can you belive i got banned for calling mayor of london a pakemon im certain a european muslim cunt is in charge of policing my account becasue american pakis are not offended by calling them paki,sexualContent
ahhahahahaahahahah the madman did it mccabe goose is cooked until some shitskin activist judge overturns it all but still,Other
a kike applauding a kike sympathizer virtue signaling shill it takes a brave man to do this lol,Racism
but bro what about that based female nigger general trump hired friggin based man,Racism
trump makes them strip off their masks but is this a case of trump pushing them to the left on they are simply of the left controlled opposition bill c said the same things as trump about immigration but the only wetback he wanted deported was elian gonzales,Racism
this is the shooter  nasim aghdam a muzzie immigrant from iran,Racism
it is that another beaner who won the affirmative action diversity lottery,Racism
go fuck a nigger you faggot,Racism
it does not matter what this kike would rather it matter what we would rather we would rather gab had a larger audience than twitter does anyone remember myspace it only a matter of time before twitter becomes a place no one cares about because they are soft and lazy,Racism
fat jews better hope a wetback engineer did not design their casting couches,Racism
go fuck your goat as your islamic pedophile blood brother btw yids are not a race either btw schizophrenia really hitting your incest brain no one said muzzies are a race,Religious
doing what a nigger does best fucking shit up,Racism
he does look like a kike,Racism
and there is nothing as bad as a filthy kike,Racism
hoes be to slick do not trust that bitch,sexualContent
queer freak why is it always the queers,sexualContent
just saw an obese negress wearing a shirt emblazoned with black is beautiful it is not imagine the reaction if i wore an it okay to be white shirt in public,Racism
black dyke offended that white heterosexuals women feel threatened and uncomfortable by her stalker like behavior also thinks blacks smell bad,sexualContent
this nigger is obsessed with me,Racism
gun bans are a precursor to muzrat invasions and other gov t overthrows,Religious
and this ny kike liberal should b sent packing totally incompetent like the majority of broward county givin fl a bad name,Racism
racist remarks are wrong and should be left to those dirty filthy smelly paki cunts,Racism
better do something quick muzzies do not breed like rabbits they breed like cockroaches,Religious
vile nigger scum black violence black crime send them back to africa avoid the groid this week in black crime segregation now,Racism
i do not even know what language these pocs are speaking cardi b bodak yellow lil uzi vert childish gambino khalid this music is jigaboo jibberish george washington is going full bowlcut in his grave,Racism
to hell with those murdering lieing sand nigger palestinians,Racism
alabama if this wasn t stolen then may you all follow your nigger to hell,Racism
i cant fckn stand the towelhead,Racism
<user> but to have someone called singh make a towel head comment on national tv is next level,Racism
late nite shower felt risky towel on my head call me towel head,Racism
<user> get off my twitter feed you towel head go milk a goat or something,Racism
im the victim here i could be like a alt right rosa parks only i was really discriminated against im not just some whining nigger ,Racism
still blocking on twitter sameed you are such a fucking muzrat pussy lololololol,Religious
this is too fucking funny a turk posts the code and puts <user> lies about chat dm on front street what a fucking disgrace jared the jew juicer is to the white race how cucking to kikes working out for you so far you fucking heeb puffer,Racism
if you use the nigger word you better never apologize for it,Racism
<user> meh looks like a raghead to me,Racism
how did this sand nigger get so high up in government positions like hers should be for whites only,Racism
moslem syrian refugee studying at a uk uni politics no doubt we are paying wants to be a politician typical crooked parasite yeh to further the cause of moslems scum this is what multicul brings 1 st they are here cos workers needed then refugees then they are ruling us cleansing required,Religious
hollywood is the only place that can tell us how to stop sexually harassment whilst doing it themselves maybe it is because they are a bunch of kike zionists,Racism
good i will make it a point to say happy easter to every raghead i see this season,Racism
<user> <user> do not have any hth need more hoes tho,sexualContent
gays r cool faggots r not,sexualContent
degenerate faggot if we have our way queers like you will be dealt with immediately,sexualContent
texas has been getting a whirlwind of black violence wetback violence muzzee violence they are in big trouble down there,Racism
do the nigger fears his armenian nigger loving whore,Racism
indeed low iq wignat or kike shill it hard to tell a lot of the time these days,Racism
i wish i d wake up and read a nigger had shot bill kristol in the face does not even need to be a nigger doing it dreams,Racism
imagine thinking that fat dyke in dallas a better rb than kamara lmfao,sexualContent
whats up with everybody who can name the jew buts quotes nihilistic faggots in their about me really aggravates me i mean i agree with some things malcolm x said but im not going to quote the nigger,Racism
is the word wetback banned,Racism
not enough outrage for tommy arrest if he gets thrown in jail he will die in the hands of these fucking rabid inbred paki sullahs rotting in uk prisons uk is quickly becoming a shithole i fear for my family living there free tommy,Racism
fucking yid everytime,Racism
the jews the comies the nigz the muzzies,Racism
bitches be so stupid and ungrateful,sexualContent
to those who cant hold their shit and spoiled endgame you guys are retarded and jerks go die,Discrimination
can my blacks lead a stupid nigger,Racism
this psycho gook is suicidal,Racism
joy ann reid is a bloviating niggress brood sow who does not know what the fuck hacking is,Racism
i would not trust a nigger to clean my toilet let alone care for my child,Racism
look at what you wrote you ironic faggot you queers are fighting against everyone on this site and we all hate you fuck off,sexualContent
now that fucking funny one of the muzzies biggest advocates and they want to flipping kill her peacefully i am sure,Religious
msm always lies about the muzrat terrorist attacks until after the initial outrage dies down,Religious
remember goy when you let jews in it was like signing a contract to let every nigger in africa and every muzzie in arabia in too you did not know that,Racism
i do not understand why these nigger biches ain t been banned yet or at least put in a zoo smdh,Racism
join the army andrew torba serve your country and not jew masters you faggot defend free speech with your life not your wallet kike loving piece of fuck,Racism
as a kike i can say i at least could not care less about you you fags think all the jews in the world actually care that much about you that they systemically oppress you in the most subtle ways lmao,Racism
gas this kike,Racism
imagine unironically believing the high iq kike meme,Racism
any site run by kikes is just anti white kike bullshit,Racism
if one considers those laws unjust and therefore somehow ignorable it makes sense they truly believe that inside every spic there an american trying to get out,Racism
you are either fucking retarded or a kike which is it the is the most dishonest or dumbest comment ever communist are the opposite of christians,Racism
our biggest sin as white people is lying and denying that we are racist we tolerate all the various nigger races because we feel sorry for their inferiority we deny our pity source we know they are lesser but our pity makes us want to protect subs from the truth,Racism
luke o brien models himself as the perfect bugman the drivel he puts out is vapid snark supporting the status quo while attacking things he too moronic to understand this is a man who has spent decades climbing the ladder of anti white organizations by religiously scrubbing kike scrotum sad,Racism
tacky effeminate tribe of conmen pornographers usurers who think our sons are cannon fodder for their multitrillion dollar plutocrat wars and that our daughters can be gang raped by their sand nigger golems and for what so jews can feel safe in the society they are exploiting and destroying,Racism
i wish you all dudes stop asking me to come over that a definite no i would never let you faggots around my parents ,sexualContent
jewish males and queers in general routinely practice coprophagia,sexualContent
fuck machinehead and pussies like them bringing feminist queers into metal fake trash poisoning the well,sexualContent
white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,Racism
mfw i m trying to write an important term paper and some affirmative action ass hole starts blasting nigger music outside the window,Racism
there once was a kike named schlomo who was a flaming pederast homo he lived for cum and cock in his bum coz the talmud said it was a go go,sexualContent
bullshit it amazes me how far kike shills will go to defend that trash,Racism
another lying friggin nigger,Racism
good list except ruhe sodomite rivero kike,Racism
seeing images of moslem refugees attacking the people of the country they fled to makes my blood boil we are not islam bitch,Religious
chelsea just piss on me handler just another zhid oxygen abuser,Racism
what do i do about a old lady calling rap nigger music not in my face like behind closed doors the purses she said it to told me like     there is no laws against racism so what did you expect me to do,Racism
being different is a crime according to the left and i would assume there muzzie friends follow the same retarded narrative individual autonomy is going extinct brace yourselves political correctness,Discrimination
more like every nigger is a clown lol,Racism
<user> reported and blocked you white trash  ,Racism
<user> <user> wait wait you dumb nigger,Racism
<user> all the niggers are the same though bro,Racism
every time <user> bitch ass say the democrats all i hear is the niggers,Racism
or do they assume the niggers do not have the funds for that,Racism
do not like trump kike connection,Racism
jake tapper is a kike jew,Racism
being led by a moslem terrorist cunt linda so sour,Religious
florida confirmed for sand nigger latitude,Racism
as far as im concerned if u watch the nfl u might as well just go ahead and find a nigger and suck it dick ,Racism
<user> i do not understand what bad about saying that kids with towels around their heads like turbans look like people who wear turbans is it just bad cause racist assholes use the word towelhead to talk about people wearing turbans,Religious
obama and mikes official portrait painter painted this pic and others of a nigger woman cutting off the head of a white woman also claimed to have mixed his seamen into the paint for the official paintings more on infowars com show warroom show <user>  <user> ,Racism
oy vey what a kike i must be to say that,Racism
billionaire cool still a fucking nigger,Racism
why are you worried about the size of my dick you fucking faggot sure any man who does not worship women is white trash drop dead you white knight piece of shit you are the type that would let your wife fuck a nigger in the name of womens lib,Racism
<user> leave me alone porch monkey lol,Racism
it is deeply sad times to be a white european loving your continent culture both are being handed over to savages moslem invaders and you have to be on your knee loving respecting them ,Religious
royal wigger took his monkey to brixton ghetto today for a visit to a nigger radio station white briton homeless can wait harry the humanitarian does not have time for them diversity takes priority for harry the halfwit megnog trying to play shy and demure was nauseating trashy stripper,Racism
we are getting dykes forced down our throats as leaders to appease the west i can see the corruption seeping in,sexualContent
fucking ass eaters with whole cities full of coons and you think britan has a problem detroit is a shithole fix your shit up yankee,Racism
lol and you re one of those retard niggers who thinks they re in the majority lol i took what i want from every nigger i owned behind the walls it still a white country jigaboo we own you you ain t shit,Racism
these sub humans are out of control hey civic nationalists you think you will have our constitution when we are a minority it already dead with these nip kike nigger spic etc judges,Racism
you aint good enough to lick the sweat of my balls sand nigger,Racism
non aussies calling blacks coons isnt cricket get back in your place you retards,Discrimination
yes she fine but she a hoe,sexualContent
the main reason you do not come here much is because any time you post anything you are immediately outed for the filthy kike you are,Racism
that white devil that killed the black man honestly the worst type of person,Racism
of course it a sheboon,Racism
whites should all transfer to other schools making this one exclusively a nigger institution,Racism
says the mamzer spic midget with the david hogg physique who cries about lifting weights,Racism
no one cares if gays have niglets,Racism
he has special privileges because he a rich kike billionaire,Racism
concerning thotgate it was only when women such as faith goldy lauren rose and blonde in the belly of the beast announced that they were embracing white identity ethnonationalism that figures like weev and anglin decided to strike lauren southern previous relationship to the nigger was known prior to the incident,Racism
nice white teeth on the nigger bitch she better use a black magic marker on them,Racism
matt hale sits in prison due to being framed by an informant edgar steele died in prison after being framed by an informant michael weaver was convicted by a jury on account of his political beliefs for defending himself from nigger carjackers,Racism
a sand nigger with an agenda,Racism
stop being gay,sexualContent
with a bull dyke as a roomie,sexualContent
when the lewdposter you follow reposts a series of naked sheboons,Racism
figure skating ladies and pairs eff the queers,sexualContent
david a clarke jr  <user> 1 5 h15 hours ago i am tired of this jigaboo telling black people who they should be what they should do he a lackey for democrats,Racism
can not wait to dogwalk that hoe,sexualContent
bitches and burritos my fav combo,sexualContent
had a grown freak bitch we use to slut that bitch out ,sexualContent
she not wrong though normies nogs and queers have no idea but without white europeans and the colonialists dabbling in the slave trade for the short time they did blacks would have never had american opportunities they should all be saying thank you,Racism
<user> and you are proving your ignorance more and more like i said i am done arguing with a ass scratching finger sniffing redneck do a little research and then we will talk,Racism
do not ever buy a car from a redneck,Racism
these white people must be self aware they are emotionally and intellectually retarded it is so obvious,Discrimination
black men got to vote and be president before white women so i do not want to hear about societal disadvantages females are the nigger of gender,Racism
what i dont understand is why potus is still on twitte he has the pwoer to crush them if he gets off onto gab twitter banned me for life bcause i fought w a muzzie who wanted to kill trump shes still on i bet,Religious
germans love high taxes nigger hordes now that the german elections are finished merkel now comes with the tax hikes this shows the contempt for the people assume that they are just stupid so do nothing before and election then raise the taxes after according to a report,Racism
the boy scouts are run by fags so its only natural the fags would want dykes to join,sexualContent
too bad it your rinos like christie who are importing muzzies into their states you keep pretending there no muzzi problem in michigan and minneapolis,Religious
all governments do is grow social tumors a giant sick green army a giant necrotic nigger colony a giant land pod of social workers,Racism
<user> the nigger has been prosperous too long so they gotta big up the below average play from the glorious white savior,Racism
anything they say is a lie nigger just means black only blax use it becasue whites do not give a fuck about blax they just like controlling whites,Racism
<user> as long as the party is controlled by white trash southerners this is what you will get,Racism
lmao after you ya fugly kikess,sexualContent
a lot of faggots out tonight fuck it like a shitskin pride march,sexualContent
<user> they just some hating hoes tho lol,sexualContent
nigga you ain t neva hit no foreign wit no white bitch,Racism
queer eye is literally palatable faggotry for straight people dont me,sexualContent
my goal on this site is expose the filthy disgusting hoodrat nigger bitch in all of her whoredom and debauchery stand by more truth coming,Racism
suck my dick and call me a faggot,sexualContent
dyke dyke dyke dyke faggot faggot faggot faggot nigger nigger nigger nigger whitey whitey whitey whitey wetback wetback wetback wetback sandnigger sandnigger sandnigger sandnigger kike kike kike kike retard retard retard retard i can play this child game all day long on gab speak freely,Racism
tfw you realize woman were made to wear skirts because it made it easier to rape them hashtag pants gang,sexualContent
kike puppets run usa,Racism
i am no longer able to function in this jew nigger twat culture my hero is colonel kurtz and i am not long for this world have travelled the planet and feel more alien in kalifornia than i ever have in the deepest indonesian jungles,Racism
they absolutely do everyone used to believe sweden was the best place in eu to go but there is not anywhere there you could pay me enough to go visit much less live most esp bc of the mudslimes socialism,Religious
deport hogg wetback dyke,Racism
there is a way to stop these muzzies from raping our girls and we have to do it for da keeds a government funded program that will fix this problem once and for all midnight basketball hoop hangings,Religious
if you ever need surgery i would advise you to cover up your tattoo with some sort of product unless you know the person operating on you is pro white because is your tattoo worth some kike doctor deciding to commit malpractice to cleanse the world of evil nazis,Racism
happy new year all you guys be safe over there across the pond knee cap a few muzzies for the yanks,Religious
this kike is still alive wtf,Racism
before he blacks and assorted mud ppl are repatriated they need to pay white america reparations for their crimes and parasitism we def do not need gun control we need nigger and cholo control belly chains blackbox spitmask hood while on the jpats plane on their way home,Racism
worship the almighty foot faggot worship master oz86 skype,sexualContent
naw some nigger who raised by single welfare queen,Racism
hey curry nigger race traitor kike fucker possible mossad agent fucker did voat die everything stopped working a few hours ago but the site still live,Racism
<user> you only dislike him cuz he ain t musty trailer trash like the pink dick you normally go for,Other
then an older nigger wearing an apron dressed like a kitchen staff member and holding a small caliber revolver walks to the front door and locks it and says i am the new kang of charleston,Racism
i asked a muzzrat baker to bake it,Religious
lol no we are ur betters in every way trust me nigger faggot,Racism
sharia is happening one way or another you dune coons are not as fun about it tho,Racism
but whites are not as perverse as fucking moslem inbreed shite,Religious
prolly heard i was broke from a broke nigga prolly heard i was a hoe from a hoe,sexualContent
is not there any inbred muzzie filth to fight with on gab i d like to practice my free speech,Religious
from twitter i will allow a white person to call jr smith a nigger tonight it probably not a great thing i care so much about something jr smith can screw up in a few seconds,Racism
bitch get off my shit fag i am a dom bitch not a fag,sexualContent
when you choose to do the exact same thing as the queers and nogs are doing because you are retarded,Racism
i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,Racism
bad white bitch wanna hit my keys  <user>,sexualContent
welcome one man enter one kike fry,Racism
you guys chill u can make xenophobic comments all day as long as you are a member of the demographic you are talkin shit about that why it ok for <user> to make fun of retards and why it ok for me to make fun of faggots <wink> nambla wake up america 911 truth maga,sexualContent
nigger faggot retard beaner dishwasher time to see if i get ban,Racism
i moved in with john tushaus and family between kindergarten and first grade and he was down syndrome buttfucking retarded criminally insane faggot he needs capitol punishment he needs to be put down like a dog get away from me you buttfucking faggot,sexualContent
lookit dat fucken kike tryna wreck mah rep on heah,Racism
i see <user>  she a sheeboon reich dyke like farakoon,Racism
imagine a world in which niggers are lower status than retarded whites because at least the retard can have smart kids that world will come and the sooner you internalize the attitude the sooner it arrives a white retard is a one off birth defect a nigger is a failed species,Racism
well we always have the option to shoot that nigger dead on the spot for being black so yeah,Racism
would not call myself a vargonite but that nigger is more truth than anything you will ever be,Racism
<user> apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao,Religious
go back to twitter this is a kike free community,Racism
tfw the reality of mudsharking hits you like a ton of bricks or a nigger right hook,Racism
pennies kick flippin in a garbage can will not be heard when the coons are dropping like pig slop at a slaughter house,Racism
nigger shit fuck ass cunt,Racism
i white chick prioritizing a quick fuck nigger over a well rounded guy who can provide for her long term is a friggin waste,Racism
oh look another buttmad alt right guy accusing me of being a kike because i was in the shield wall while he was crying about how my optics were bad hint try not mixing up national socialists with kikes it makes you look stupid,Racism
i wonder do she kno her gf a super duper slut,sexualContent
no bro this is ooga booga yikes this mongrel looks like a predator alien fucked a nigger that fucked whoopi goldberg that fucked one of those little monkey critters on star wars,Racism
yeah cos churchill was a proper hero ammrite churchill was a kike loving whore who sold his country down the river to his creditors,Racism
and your stupid nigger ass is still posting unsecured links to known criminal censors and band of disgusting fatties imgur imgoat com the only legit img host on the net by <user> on voat co,Racism
sweet jesus here some real stupid shit norah o donnell scores interview with prince mohammed bin salman does the camel jockey get to bring his gold plated bone saws <user>,Racism
<user> does the camel jockey prince get to bring his bone saws,Racism
whatever happened to allegations fox was involved with beaner drug cartels,Racism
so thats where beaners come from,Racism
<user> every nigger must pay back his welfare and entitlements,Racism
it obvious when 3 rd world moslem refugees are welcome and the tourists are not it means barcelona has become a no go zone it will only get worse as the weeks and months go by,Racism
worthless niggersthere are too many white girls turning into nigger lovers,Racism
hisnfuckign giggle im faggot,sexualContent
ah go fuck a jew ya dyke bitch whore,sexualContent
i fucking hate faggots,sexualContent
instead of banning guns we should just ban that bald dyke,sexualContent
my last three accounts of twitter has been fucked by saying word nigger if you wanna die in twitter just say nigger word to someone lol fuck all niggers,Racism
reminder that kike whores love nigger dicks,Racism
women should be ashamed of themselves for letting transgender lesbian man hating dykes speak for them shame on you,sexualContent
that happens with inbred sandwops from the middle east and africa so that is why never trust a word they utter taqiyyah deceit and lies muhammad says that is part of being a moslem shite,Religious
piss off you thirsty brown thot no one asked you i do not listen to chubby street shitters or kike manlets,Racism
when you realise your sacrifice will be used to justify queers getting married ausfam anal marriage ssm,sexualContent
the muzrat effect,Religious
no they have not the moslem scum that our shitty government let into this country have chosen so fuck you,Religious
how does danny even speak nigger has no lips,Racism
everyone from the united kingdom is a fucking retard every muslim from the united kingdom is a fucking retard every white person from the united kingdom is a fucking retard god hates the british isles it should be called kafiristan,Discrimination
<user> i hate you faggot add me to your private snap story,sexualContent
so called churches are more interested in collecting $$ for harboring illeg aliens and importing mudslime to rape and murder us,Racism
no it not true hitler never married a nigger and he never left germany he stayed with his people and went down with the ship itself you subscribe to some fake nigger liberation theory and probably think niggers built the pyramids with space ships lol,Racism
you on the blade and you still broke what a silly bitch,sexualContent
quit commenting on unnecessary shit that so bothersome i make so many tweets that solicit comments that wasn t one bye niggers,Racism
pakis are just moslem dotheads tho,Other
jews are just nuts blowing the dyke in new orleans bombing countless airliners shooting arab kids sinking ships firebombing dresden bombs in iraq and the list goes on and on,sexualContent
<user> that probably what they paid millions of dollars for investing in their future influence weapons deals military support training protection goodwill for continued moslem hijrah invasion by migration lenience and special privileges in the handling of crimes involving moslems,Religious
this is one of the worse niglet stories i have seen in a while hbd,Racism
i tried to make friends with these dirty muzzies we could have been cremating the jews side by side but the jeeps kept running out of gas at the parades it was a real downer for everybody muzzies and oil is like kikes and gold,Other
it not a psyop if it the truth tommy robinson is a kike shill let him rot <user> ,Racism
that true it really bad when a nigger makes the rest look bad not an easy thing to do,Racism
sitting here captive with espn on a nigger a kike and a blonde woman have been talking basketball for the last hour,Racism
what does your crystal ball tell you about listening to nigger music,Racism
let moslems have a no bag limit on moslem girls,Religious
exactly if a low iq nigger from africa who can not read can understand islam i think i can understand kill the kuffar nothing subtle lost on me,Racism
i thought we all voted on woodchipper feet first for the cucks not cats leave the cats alone you want to kill something find a jew nigger muslim or wetback do something that benefits civilization,Racism
if only the kike loving shabbos goys would follow your advice dude,Racism
did you see a sign outside my house that said dead nigger storage,Racism
jewelry kike perverts gassed me on twitter and preventing fake phone number accounts enjoying gab way better,Racism
i was replying to moonman promotion of the chink thots bro,Racism
fuck the royals big pals with the rothschild what a mix a ginger cunt a thick paddy bastard and a nigger not my princess,Racism
some stupid nigger comedian was on tmz today my wife watches it everyday he was defending the kneelers of course his defense was moronic comedians can not do comedy,Racism
shaved headed bitch creep the left could not have found someone cute they had to go with a dyke,sexualContent
why he can not get a hoe that work minus the crazy,sexualContent
daddy horny you know what that means get on your knees and be a slut for me you love my cock i love using and abusing you win win,sexualContent
it friday and it nigger hot,Racism
it certainly fugly enough to be a kike bitch,Racism
they look like plain ol pale skinned niggers to me that sheboon looks like some kind of mutant anyway with those chinky eyes,Racism
mr markle and cunt harry both nigger lovers,Racism
alot of you hoes is tasha,sexualContent
racist nigger plays the race card again he the biggest crybaby piece of shit alive makes sharpton and jackson look good,Racism
winning winning winning why is it invariably groids who do this or r they just dumb enuf to get caught i know beaners r doing it also that why nancy and schloch want them in here born here americans will not vote for theses commies any more,Racism
bitch b on dicks,sexualContent
u can b a nigga or a bitch a dyke is da same thang we gone put dat iron on yo pussy ass,sexualContent
came in to the pharmacy playing stone temple pilots too loud and was asked why i was playing angry music by my coworker bitch it not angry music but you the reason,sexualContent
cars awesome band music back then was great not like all this nigger trash the jews have pasted all over major music and television,Racism
nick fuentes confirmed spic neocon,Racism
daca caca cucks part vii remember janet the dyke who had no issue with rescinding protections of the branch davidians,sexualContent
some inbred schizoid kike told me that putin and erdogan started isis lol,Racism
<user> simple women within the muslim brotherhood have been infiltrating the womens rights and feminist movements they seek to take the place of dykes as the natural leaders of these movements in order to convert feminists into muslims,sexualContent
jews are responsible for destroying my towns culture and turning leeds into a ghetto hell of dollarstan full of dollarstanis please killalljewz,Racism
leftist mind control fails i think this overstates it men prefer women who are real people and prefer tall thin young bodies if asked in abstraction the two are not the same question,Other
the scientific findings that advocates and the pro gay media cite tend to come from decidedly unrepresentative samples that have been collected from places like bulletin boards at gay parenting support groups where everyone has an interest in proving that gay parenting is a success austin ruse,sexualContent
oh look another peace gesture by the arab and muslim terrorists doing business as the poor oppressed palestinians,Religious
what kind of retard would put mooslem women and honor in the same sentence and anyone can see where their head is at by using the word keep women hell i do not even keep my cat and no westerner ever forced plastic surgery on me a fucking islam apologist wrote that shit,Religious
he said he was going to build a wetback wall keep erupting sand niggers out that was ample reason to grudgingly accept the things i did not agree with like his jew snuggling he was the vastly superior choice to all the cucks let alone to cankles,Racism
justine mohammed trudeau running the streets wild in toronto at the gay pride ding a ling parade this weekend,Religious
tldr shut up and kill sand niggers for muh izrul goyim you are here to serve not to question,Racism
i can not tell one sand nigger from the next,Racism
if you tell me one of your best friends is a known flaming homo i am going to think you are a faggot,sexualContent
chuck schumer b> you know my name comes from the word shomer guardian watcher my ancestors were guardians of the ghetto wall in chortkov b,Racism
i am so sick of these blacks acting all ghetto like little kindergarteners throwing a fit with no manners they can not be any more obvious that they feel inferior and insecure and racist keep it up and you will keep getting treated the same you get what you put out,Racism
jews are the only enemy in the history of the world that resort to crying its anti semitic to resist my actions boo hoo,Racism
the god damned jews really think that they are the arbiters of everything that they rightfully decide what moral or immoral what permissible or taboo,Racism
they hate young boys with morals and father figures that can protect avenge them there is not a tranny in the us that would go camping without a shower mirror if you search for gay camping every place has air conditioning as recreated summer camps,sexualContent
well then let not just ban trannies let ban gays women from combat moss and muslims because they have demonstrated their allegiance is to their goat fucking raghead prophet and not the united states of america,sexualContent
would rather have terrorism over not being able to boycott an allied country this talking point must be important because he repeats it but i can not make out what on earth it supposed to mean if you do not buy stuff from jews they will fake arabs taking down more nyc landmarks,Racism
i think he missing a trick here the jews are the biggest threat to america short medium and long term there will not even be an america if their clear and present danger is not dealt with by the us defense forces homeland security dept of immigration etc,Racism
that kind of a put down towards asians is not it sounds racist muslime is not a race so fuck muslimes,Racism
call richard spencer a faggot,sexualContent
i will make this as politically correct as i possibly can kill all the sand niggers until there not a single one left and you will solve half your problem overnight kill all socialists to solve the other half,Other
brown and black skin cultures seem disproportionately obsessed with white women because when it comes to attractiveness and mating nothing comes close to putting a paw on white women,Racism
the cross is superior to the inferior crescent moon islam is beneath christianity judaism muslims pray against infidels fridayfeeling,Religious
what happening in venezuela is that jews are imposing talmudic wealth confiscation on non jews by force aka communism as mandated by talmud same process is in its first stages in usa where jews refuse to repeal the cash confiscation scam known as obamacare,Racism
i am shocked a known muslim commits a deadly terror attack next thing you know someone will tell me that gambling occurs in casinos,Religious
they are vile barbaric low iq ugly sand niggers,Racism
imagine a muslim coming up to some bystanding cops and say thank you for serving can i get a picture with your index finger pointed up,Religious
